cast,title,year,director
"[{'name': 'Dev Patel', 'page': '/actor/dev-patel/', 'title': 'Kid'}, {'name': 'Pitobash', 'page': '/actor/pitobash/', 'title': 'Alphonso'}, {'name': 'Sikandar Kher', 'page': '/actor/sikandar-kher/', 'title': 'Rana Singh'}, {'name': 'Makrand Deshpande', 'page': '/actor/makrand-deshpande/', 'title': 'Baba Shakti'}, {'name': 'Adithi Kalkunte', 'page': '/actor/adithi-kalkunte/', 'title': 'Neela'}, {'name': 'Jatin Malik', 'page': '/actor/jatin-malik/', 'title': 'Young Kid'}, {'name': 'Sobhita Dhulipala', 'page': '/actor/sobhita-dhulipala/', 'title': 'Sita'}, {'name': 'Vipin Sharma', 'page': '/actor/vipin-sharma/', 'title': 'Alpha'}, {'name': 'Ashwini Kalsekar', 'page': '/actor/ashwini-kalsekar/', 'title': 'Queenie'}, {'name': 'Sharlto Copley', 'page': '/actor/sharlto-copley/', 'title': 'Tiger'}, {'name': 'Brahim Achabbakhe', 'page': '/actor/brahim-achabbakhe/', 'title': 'King Kobra'}, {'name': 'Zakir Hussain', 'page': '/actor/zakir-hussain-1/', 'title': 'Tabla Maestro'}, {'name': 'Reva Marchellin', 'page': '/actor/reva-marchellin/', 'title': 'Yummy'}, {'name': 'Dayangku Zyana', 'page': '/actor/dayangku-zyana/', 'title': 'Priya'}, {'name': 'Pehan Abdul', 'page': '/actor/pehan-abdul/', 'title': 'Lakshmi'}, {'name': 'Agus Mulana', 'page': '/actor/agus-mulana/', 'title': 'Hijra'}, {'name': 'Fahad Scale', 'page': '/actor/fahad-scale/', 'title': 'Pooja'}, {'name': 'Quraish Aattamimi', 'page': '/actor/quraish-aattamimi/', 'title': 'Hijra'}, {'name': 'Teddy Khannayan', 'page': '/actor/teddy-khannayan/', 'title': 'Hijra'}, {'name': 'Renren Subramany', 'page': '/actor/renren-subramany/', 'title': 'Hijra'}, {'name': 'Christopher Oba Warella', 'page': '/actor/christopher-oba-warella/', 'title': 'Hijra'}]",,,
"[{'name': 'Riley Keough', 'page': '/actor/riley-keough/', 'title': 'The Female'}, {'name': 'Jesse Eisenberg', 'page': '/actor/jesse-eisenberg/', 'title': 'Young Male'}, {'name': 'Nathan Zellner', 'page': '/actor/nathan-zellner/', 'title': 'The Alpha'}, {'name': 'Christophe Zajac-Denek', 'page': '/actor/christophe-zajac-denek-1/', 'title': 'The Child'}]",,,
"[{'name': 'Faith Glasgow', 'page': '/actor/faith-glasgow/', 'title': 'Self'}, {'name': 'Cecilia Bartin', 'page': '/actor/cecilia-bartin/', 'title': 'Self'}, {'name': 'Nisha Murali', 'page': '/actor/nisha-murali/', 'title': 'Self'}, {'name': 'Brooke Taylor', 'page': '/actor/brooke-taylor-1/', 'title': 'Self'}, {'name': 'Emily Worthmore', 'page': '/actor/emily-worthmore/', 'title': 'Self'}, {'name': 'Maddie Rowan', 'page': '/actor/maddie-rowan/', 'title': 'Self'}, {'name': 'Tochi Ihekona', 'page': '/actor/tochi-ihekona/', 'title': 'Self'}]",,,
"[{'name': 'Steve McQueen', 'page': '/actor/steve-mcqueen-2/', 'title': ""Hilts 'The Cooler King'""}, {'name': 'James Garner', 'page': '/actor/james-garner/', 'title': ""Hendley 'The Scrounger'""}, {'name': 'Richard Attenborough', 'page': '/actor/richard-attenborough/', 'title': ""Bartlett 'Big X'""}, {'name': 'James Donald', 'page': '/actor/james-donald/', 'title': ""Ramsey 'The SBO'""}, {'name': 'Charles Bronson', 'page': '/actor/charles-bronson/', 'title': ""Danny 'Tunnel King'""}, {'name': 'Donald Pleasence', 'page': '/actor/donald-pleasence/', 'title': ""Blythe 'The Forger'""}, {'name': 'James Coburn', 'page': '/actor/james-coburn/', 'title': ""Sedgwick 'Manufacturer'""}, {'name': 'Hannes Messemer', 'page': '/actor/hannes-messemer/', 'title': ""Von Luger 'The Kommandant'""}, {'name': 'David McCallum', 'page': '/actor/david-mccallum/', 'title': ""Ashley-Pitt 'Dispersal'""}, {'name': 'Gordon Jackson', 'page': '/actor/gordon-jackson/', 'title': ""MacDonald 'Intelligence'""}, {'name': 'John Leyton', 'page': '/actor/john-leyton/', 'title': ""Willie 'Tunnel King'""}, {'name': 'Angus Lennie', 'page': '/actor/angus-lennie/', 'title': ""Ives 'The Mole'""}, {'name': 'Nigel Stock', 'page': '/actor/nigel-stock/', 'title': ""Cavendish 'The Surveyor'""}, {'name': 'Robert Graf', 'page': '/actor/robert-graf-1/', 'title': ""Werner 'The Ferret'""}, {'name': 'Jud Taylor', 'page': '/actor/jud-taylor/', 'title': 'Goff'}, {'name': 'Hans Reiser', 'page': '/actor/hans-reiser/', 'title': 'Herr Kuhn'}, {'name': 'Harry Riebauer', 'page': '/actor/harry-riebauer/', 'title': 'Stratwitch'}, {'name': 'William Russell', 'page': '/actor/william-russell/', 'title': 'Sorren'}, {'name': 'Robert Freitag', 'page': '/actor/robert-freitag/', 'title': 'Capt. Posen'}, {'name': 'Ulrich Beiger', 'page': '/actor/ulrich-beiger/', 'title': 'Preissen'}, {'name': 'George Mikell', 'page': '/actor/george-mikell/', 'title': 'Lt. Dietrich'}, {'name': 'Lawrence Montaigne', 'page': '/actor/lawrence-montaigne-1/', 'title': ""Haynes ('Diversions')""}, {'name': 'Robert Desmond', 'page': '/actor/robert-desmond/', 'title': ""Griffith 'Tailor'""}, {'name': 'Til Kiwe', 'page': '/actor/til-kiwe/', 'title': 'Frick'}, {'name': 'Heinz Weiss', 'page': '/actor/heinz-weiss/', 'title': 'Kramer'}, {'name': 'Tom Adams', 'page': '/actor/tom-adams-1/', 'title': ""Dai Nimmo ('Diversions')""}, {'name': 'Karl-Otto Alberty', 'page': '/actor/karl-otto-alberty/', 'title': 'S.S. Officer Steinach'}]",,,
